No,㎡単価,交通,価格,取引態様,取引状況,商号,坪単価,専有面積,建物名,所在地,所在階,沿線駅,物件番号,物件種目,用途地域,管理費,築年月,間取,電話番号
,402.2万円,徒歩　14分,"29,800万円",専属,公開中,住友不動産ステップ（株）　麻布営業センター,"1,329.3万円",74.11㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ,東京都中央区晴海５丁目,23階,大江戸線　勝どき,100137049042,新築マンション,商業,"28,610円",2025年（令和 7年） 9月,3ＬＤＫ,050-3112-9826
,213.7万円,徒歩　11分,"16,990万円",売主,-,グローバルベイス（株）,706.2万円,79.54㎡,ザ・パークハウス晴海タワーズ　クロノレジデンス,東京都中央区晴海２丁目,45階,大江戸線　勝どき,100137078972,中古マンション,準工,"23,630円",2013年（平成25年）10月,3ＬＤＫ,03-6416-4915
,305.8万円,徒歩　10分,"22,700万円",一般,-,野村不動産ソリューションズ（株）　横浜支店,"1,010.7万円",74.25㎡,ザ豊海タワーマリン＆スカイＷＥＳＴ,東京都中央区豊海町,42階,大江戸線　勝どき,100137077584,新築マンション,準工,"29,920円",2026年（令和 8年）11月,3ＬＤＫ,045-313-2103
,320.6万円,徒歩　2分,"23,700万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,059.7万円",73.94㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,17階,大江戸線　勝どき,100136328183,中古マンション,二住,"25,730円",2023年（令和 5年） 8月,3ＬＤＫ,03-5548-5331
,422.8万円,徒歩　2分,"36,800万円",一般,-,住友不動産ステップ（株）　東京湾岸マンションプラザ,"1,397.6万円",87.05㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,18階,大江戸線　勝どき,100136965767,中古マンション,二住,"30,290円",2023年（令和 5年） 8月,3ＬＤＫ,050-3112-9844
,266.0万円,徒歩　13分,"22,800万円",専任,公開中,住友不動産ステップ（株）　東京湾岸マンションプラザ,879.2万円,85.73㎡,ザ・パークハウス晴海タワーズ　ティアロレジデンス,東京都中央区晴海２丁目,14階,有楽町線　月島,100137070753,中古マンション,準工,"20,960円",2016年（平成28年） 4月,3ＬＤＫ,050-3112-9844
,343.2万円,徒歩　2分,"25,000万円",一般,-,信義房屋不動産（株）,"1,134.3万円",72.86㎡,ブリリアザタワー東京八重洲アベニュー,東京都中央区新川２丁目,7階,京葉線　八丁堀,100134874483,中古マンション,商業,"26,400円",2017年（平成29年） 9月,3ＬＤＫ,0353886899
,248.8万円,徒歩　18分,"20,700万円",売主,-,（株）ＳＯＩＲＡ,822.5万円,83.20㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,16階,大江戸線　勝どき,100137073896,新築マンション,商業,"32,110円",2025年（令和 7年）10月,3ＳＬＤＫ,03-6772-3678
,241.1万円,徒歩　3分,"19,900万円",売主,-,（株）長谷工リアルエステート　新宿センター,796.9万円,82.56㎡,プレミスト佃二丁目,東京都中央区佃２丁目,4階,有楽町線　月島,100136682140,中古マンション,一住,"23,000円",2016年（平成28年）10月,3ＬＤＫ,03-5989-0828
,228.0万円,徒歩　17分,"19,800万円",売主,-,（株）長谷工リアルエステート　豊洲センター,753.7万円,86.85㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｅ棟,東京都中央区晴海５丁目,3階,大江戸線　勝どき,100136067541,中古マンション,商業,"26,750円",2023年（令和 5年）11月,3ＬＤＫ,080-8131-4295
,287.1万円,徒歩　18分,"23,880万円",一般,-,（株）アンドデザイン,949.1万円,83.18㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,33階,大江戸線　勝どき,100137074040,新築マンション,商業,"32,100円",2025年（令和 7年）10月,3ＬＤＫ,03-6823-7160
,289.8万円,徒歩　16分,"20,880万円",一般,-,ロイヤルハウジング販売（株）　勝どきビュータワー店,957.9万円,72.06㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,27階,大江戸線　勝どき,100137073529,中古マンション,準工,"28,320円",2025年（令和 7年） 8月,3ＬＤＫ,03-6864-1811
,295.1万円,徒歩　15分,"24,800万円",代理,-,（株）シンプレクス・リアルティ,975.6万円,84.04㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,46階,大江戸線　勝どき,100136706984,中古マンション,商業,"33,020円",2025年（令和 7年） 9月,3ＬＤＫ,080-7297-2335
,295.4万円,徒歩　5分,"29,800万円",代理,-,（株）シンプレクス・リアルティ,976.4万円,100.90㎡,ドゥ・トゥールＷＥＳＴ,東京都中央区晴海３丁目,35階,大江戸線　勝どき,100136957844,中古マンション,準工,"30,848円",2015年（平成27年） 9月,3ＬＤＫ,080-7297-2335
,237.3万円,徒歩　12分,"19,800万円",代理,-,（株）ヒマワリ国際コンサルティング,784.4万円,83.45㎡,ザ・パークハウス晴海タワーズ　クロノレジデンス,東京都中央区晴海２丁目,5階,大江戸線　勝どき,100135962635,中古マンション,準工,"24,790円",2013年（平成25年）10月,3ＬＤＫ,03-3830-0907
,336.6万円,徒歩　5分,"25,800万円",専任,公開中,東急リバブル（株）　銀座センター,"1,112.6万円",76.66㎡,シティタワー銀座東,東京都中央区湊２丁目,17階,京葉線　八丁堀,100135585985,中古マンション,商業,"25,145円",2019年（平成31年） 1月,3ＬＤＫ,03-3547-3691
,217.6万円,徒歩　8分,"16,990万円",売主,-,グローバルベイス（株）,719.1万円,78.11㎡,センチュリーパークタワー,東京都中央区佃２丁目,37階,有楽町線　月島,100137072358,中古マンション,商業,"26,900円",1999年（平成11年） 1月,3ＬＤＫ,03-6416-4915
,408.8万円,徒歩　18分,"35,800万円",一般,-,リストインターナショナルリアルティ（株）　東京オフィス,"1,351.2万円",87.59㎡,晴海フラッグ　ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,50階,大江戸線　勝どき,100135072500,中古マンション,商業,"33,810円",2025年（令和 7年）10月,3ＬＤＫ,080-8779-6119
,219.5万円,徒歩　12分,"19,800万円",専任,公開中,（株）ＦＪリアルティ,725.6万円,90.21㎡,パークタワー晴海,東京都中央区晴海２丁目,6階,有楽町線　月島,100134424143,中古マンション,準工,"29,320円",2019年（平成31年） 2月,3ＬＤＫ,03-6278-7842
,309.4万円,徒歩　14分,"28,000万円",専任,公開中,（株）ＦＪリアルティ,"1,022.8万円",90.50㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,48階,大江戸線　勝どき,100136302434,中古マンション,商業,"34,920円",2025年（令和 7年） 9月,3ＬＤＫ,0362787842
,228.5万円,徒歩　12分,"16,180万円",専任,公開中,（株）ＦＪリアルティ,755.1万円,70.84㎡,パークタワー晴海,東京都中央区晴海２丁目,11階,有楽町線　月島,100136627722,中古マンション,準工,"23,020円",2019年（平成31年） 2月,3ＬＤＫ,0362787842
,468.8万円,徒歩　1分,"42,980万円",代理,-,ＴＨＥ　ＢＲＩＤＧＥ（株）,"1,549.5万円",91.70㎡,パークタワー勝どきミッド,東京都中央区勝どき４丁目,42階,大江戸線　勝どき,100137055410,中古マンション,二住,"32,760円",2023年（令和 5年） 8月,3ＬＤＫ,03-6264-0886
,380.2万円,徒歩　2分,"28,600万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,256.8万円",75.23㎡,ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,東京都中央区月島１丁目,17階,有楽町線　月島,100137067907,中古マンション,商業,"25,060円",2020年（令和 2年）10月,3ＬＤＫ,03-5548-5331
,208.4万円,徒歩　12分,"15,200万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス横浜元町センター,688.9万円,72.94㎡,パークタワー晴海,東京都中央区晴海２丁目,4階,有楽町線　月島,100137067984,中古マンション,準工,"23,710円",2019年（平成31年） 2月,3ＬＤＫ,045-222-8631
,236.9万円,徒歩　11分,"16,500万円",一般,-,（株）オーヴェルハウス,783.2万円,69.65㎡,パークタワー晴海,東京都中央区晴海２丁目,31階,有楽町線　月島,100133951827,中古マンション,準工,"22,640円",2019年（平成31年） 2月,3ＬＤＫ,08012962925
,302.5万円,徒歩　15分,"28,100万円",専任,公開中,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,999.9万円,92.91㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,11階,大江戸線　勝どき,100137067912,中古マンション,商業,"36,510円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,159.3万円,徒歩　8分,"12,000万円",専任 オーナーチェンジ,申込あり,三井不動産リアルティ（株）三井のリハウス所沢センター,526.6万円,75.34㎡,クレストシティレジデンス,東京都中央区勝どき５丁目,8階,大江戸線　勝どき,100136538357,中古マンション,一住,"18,100円",2007年（平成19年） 2月,3ＬＤＫ,04-2925-3131
,234.3万円,徒歩　7分,"24,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきザ・タワーセンター,774.5万円,105.86㎡,ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡ　ＴＯＷＥＲ,東京都中央区勝どき６丁目,53階,大江戸線　勝どき,100133221754,中古マンション,商業,"21,700円",2008年（平成20年） 1月,4ＬＤＫ,03-3533-5731
,223.6万円,徒歩　15分,"17,480万円",一般,-,野村不動産ソリューションズ（株）　勝どきセンター,739.0万円,78.20㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥＴ棟,東京都中央区晴海５丁目,8階,大江戸線　勝どき,100136892737,中古マンション,商業,"30,730円",2025年（令和 7年） 8月,3ＬＤＫ,03-3534-7870
,229.3万円,徒歩　11分,"17,980万円",専属,公開中,（株）グランクリエイト,757.8万円,78.44㎡,ザ・パークハウス晴海タワーズクロノレジデンス　お気軽にご案内ください,東京都中央区晴海２丁目,37階,大江戸線　勝どき,100136673223,中古マンション,準工,"23,300円",2013年（平成25年）10月,3ＬＤＫ,03-6381-7604
,222.7万円,徒歩　18分,"16,500万円",専任,公開中,（株）アメニティー,736.0万円,74.12㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,23階,大江戸線　勝どき,100136716832,中古マンション,商業,"28,620円",2025年（令和 7年）10月,3ＬＤＫ,0354987011
,199.6万円,徒歩　14分,"15,990万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,659.6万円,80.15㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,東京都中央区晴海５丁目,12階,大江戸線　勝どき,100134560571,中古マンション,商業,"24,850円",2023年（令和 5年）11月,3ＬＤＫ,03-3536-6731
,408.8万円,徒歩　14分,"35,800万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,"1,351.2万円",87.59㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,50階,大江戸線　勝どき,100136019165,中古マンション,商業,"33,810円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,331.0万円,徒歩　1分,"24,780万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,094.0万円",74.88㎡,パークタワー勝どきミッド,東京都中央区勝どき４丁目,27階,大江戸線　勝どき,100136485102,中古マンション,商業,"26,910円",2023年（令和 5年） 8月,3ＬＤＫ,03-5548-5331
,336.8万円,徒歩　2分,"24,500万円",一般,-,合豊（株）,"1,113.3万円",72.75㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,28階,大江戸線　勝どき,100136998226,中古マンション,二住,"28,000円",2023年（令和 5年） 8月,3ＬＤＫ,03-3520-9233
,184.3万円,徒歩　7分,"12,500万円",専任,申込あり,（株）大京穴吹不動産　日本橋レジデンスサロン,609.0万円,67.86㎡,シティハイツ東京日本橋,東京都中央区新川１丁目,12階,東西線　茅場町,100135970303,中古マンション,商業,"14,100円",1997年（平成 9年） 3月,3ＬＤＫ,03-6757-6451
,222.3万円,徒歩　14分,"15,890万円",専任,公開中,（株）アイエフシー・コーポレーション,734.6万円,71.51㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,22階,大江戸線　勝どき,100136070837,新築マンション,商業,"27,600円",2025年（令和 7年） 9月,3ＬＤＫ,090-6658-3003
,233.4万円,徒歩　11分,"15,980万円",専任,公開中,住友不動産ステップ（株）　麻布営業センター,771.4万円,68.49㎡,パークタワー晴海,東京都中央区晴海２丁目,43階,有楽町線　月島,100137049043,中古マンション,準工,"22,510円",2019年（平成31年） 2月,3ＬＤＫ,050-3112-9826
,244.8万円,徒歩　12分,"19,980万円",一般,-,合豊（株）,809.1万円,81.64㎡,パークタワー晴海,東京都中央区晴海２丁目,,有楽町線　月島,100136940345,中古マンション,二住,"26,530円",2019年（平成31年） 2月,3ＬＤＫ,070-9166-9898
,225.1万円,徒歩　3分,"17,680万円",一般,-,ロイヤルハウジング販売（株）　月島キャピタルゲート店,743.9万円,78.57㎡,ザ・クレストタワー,東京都中央区佃２丁目,19階,有楽町線　月島,100135866956,中古マンション,二住,"15,800円",2004年（平成16年） 9月,3ＬＤＫ,03-3536-2311
,199.6万円,徒歩　17分,"15,990万円",一般,-,東急リバブル（株）　渋谷センター,659.6万円,80.15㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,東京都中央区晴海５丁目,12階,大江戸線　勝どき,100134628507,中古マンション,商業,"24,850円",2023年（令和 5年）11月,3ＬＤＫ,03-3463-3911
,249.3万円,徒歩　12分,"17,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス日本橋センター,823.9万円,71.42㎡,パークタワー晴海,東京都中央区晴海２丁目,38階,有楽町線　月島,100137044323,中古マンション,準工,"23,210円",2019年（平成31年） 2月,3ＬＤＫ,03-5642-9331
,281.1万円,徒歩　4分,"19,300万円",専任,公開中,三菱地所ハウスネット（株）　有楽町営業所,929.0万円,68.68㎡,レフィール日本橋浜町二丁目,東京都中央区日本橋浜町２丁目,13階,都営新宿線　浜町,100135977184,中古マンション,商業,"15,400円",2013年（平成25年） 2月,3ＬＤＫ,03-3283-6095
,311.6万円,徒歩　5分,"38,000万円",専任,公開中,住友不動産ステップ（株）　池袋営業センター１課,"1,030.1万円",121.96㎡,ブリリアウェリス月島,東京都中央区月島１丁目,15階,有楽町線　月島,100136761701,中古マンション,二住,"29,800円",2013年（平成25年） 3月,3ＬＤＫ,050-3112-9799
,320.9万円,徒歩　2分,"29,800万円",専任,公開中,エムティーハウス（株）,"1,060.7万円",92.88㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,11階,大江戸線　勝どき,100136833137,中古マンション,商業,"32,320円",2023年（令和 5年） 8月,3ＬＤＫ,080-3548-3987
,228.0万円,徒歩　15分,"15,970万円",売主,-,ＨＡＡＳ（株）,753.6万円,70.06㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟１８階,東京都中央区晴海５丁目,18階,大江戸線　勝どき,100136318009,中古マンション,商業,"27,540円",2025年（令和 7年） 9月,3ＬＤＫ,03-6822-2910
,258.5万円,徒歩　17分,"21,500万円",一般,-,（株）雷宇星音,854.3万円,83.20㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,21階,大江戸線　勝どき,100136451138,新築マンション,商業,"32,110円",2025年（令和 7年）10月,3ＬＤＫ,03-6826-2393
,282.8万円,徒歩　2分,"20,780万円",専任,公開中,野村不動産ソリューションズ（株）　日本橋営業部,934.9万円,73.48㎡,アスコットパーク日本橋小伝馬町,東京都中央区日本橋小伝馬町,11階,日比谷線　小伝馬町,100137044728,中古マンション,商業,"15,230円",2011年（平成23年） 8月,3ＬＤＫ,03-5202-7080
,549.2万円,徒歩　10分,"69,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきザ・タワーセンター,"1,815.5万円",127.10㎡,ＴＨＥ　ＴＯＹＯＭＩ　ＴＯＷＥＲ　ＭＡＲＩＮＥ＆ＳＫＹ　西ウイング,東京都中央区豊海町,52階,大江戸線　勝どき,100135974612,新築マンション,準工,"51,190円",2026年（令和 8年）11月,3ＬＤＫ,03-3533-5731
,401.0万円,徒歩　6分,"24,900万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス月島センター,"1,325.3万円",62.11㎡,パークシティ中央湊　ザタワー,東京都中央区湊２丁目,13階,日比谷線　八丁堀,100135974579,中古マンション,商業,"21,670円",2017年（平成29年）11月,3ＬＤＫ,03-5548-3731
,342.7万円,徒歩　2分,"24,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,132.7万円",72.38㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,39階,大江戸線　勝どき,100135974516,中古マンション,二住,"25,190円",2023年（令和 5年） 8月,3ＬＤＫ,03-5548-5331
,452.0万円,徒歩　14分,"54,980万円",専任,公開中,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,"1,494.0万円",121.66㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,48階,大江戸線　勝どき,100136652345,中古マンション,商業,"46,960円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,304.1万円,徒歩　15分,"23,500万円",専任,公開中,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,"1,005.0万円",77.30㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,28階,大江戸線　勝どき,100136019170,中古マンション,商業,"30,380円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,174.1万円,徒歩　18分,"13,780万円",専属,公開中,（株）プリンセススクゥエアー,575.4万円,79.17㎡,晴海フラッグ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,東京都中央区晴海５丁目,3階,大江戸線　勝どき,100136128645,中古マンション,商業,"24,550円",2023年（令和 5年）11月,3ＬＤＫ,080-9280-1517
,185.7万円,徒歩　19分,"15,500万円",専属,公開中,（株）プリンセススクゥエアー,613.7万円,83.50㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｂ棟,東京都中央区晴海５丁目,11階,大江戸線　勝どき,100136785187,中古マンション,商業,"25,130円",2023年（令和 5年）11月,3ＬＤＫ,080-9280-1517
,213.9万円,徒歩　17分,"16,800万円",専属,公開中,（株）プリンセススクゥエアー,707.0万円,78.56㎡,晴海フラッグ　ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｃ棟,東京都中央区晴海５丁目,16階,大江戸線　勝どき,100135450121,中古マンション,商業,"24,580円",2023年（令和 5年）11月,3ＬＤＫ,080-9280-1517
,202.2万円,徒歩　6分,"18,480万円",一般,-,スター・マイカ・レジデンス（株）,668.3万円,91.42㎡,晴海アイランドトリトンスクエアビュータワー,東京都中央区晴海１丁目,41階,大江戸線　月島,100137041133,中古マンション,一住,"17,640円",1998年（平成10年） 2月,3ＬＤＫ,03-5776-2555
,246.5万円,徒歩　15分,"17,500万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,814.7万円,71.01㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,31階,大江戸線　勝どき,100136955989,中古マンション,商業,"27,900円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,215.1万円,徒歩　2分,"14,000万円",専任 オーナーチェンジ,申込あり,野村不動産ソリューションズ（株）　虎ノ門センター,711.0万円,65.10㎡,プレミスト日本橋浜町公園,東京都中央区日本橋浜町２丁目,4階,都営新宿線　浜町,100135400905,中古マンション,商業,"16,300円",2017年（平成29年） 7月,3ＬＤＫ,03-6402-5385
,409.7万円,徒歩　18分,"38,000万円",売主,-,合豊（株）,"1,354.3万円",92.76㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,40階,大江戸線　勝どき,100137039091,新築マンション,商業,"35,810円",2025年（令和 7年）10月,3ＬＤＫ,03-3520-9233
,267.0万円,徒歩　10分,"20,980万円",一般,-,（株）大京穴吹不動産　月島店,882.5万円,78.59㎡,パークタワー晴海,東京都中央区晴海２丁目,10階,有楽町線　月島,100137035838,中古マンション,準工,"25,540円",2019年（平成31年） 2月,3ＬＤＫ,03-3536-6437
,270.3万円,徒歩　10分,"20,000万円",一般,-,コロンブス・メディア（株）,893.5万円,74.00㎡,ザ・パークハウス晴海タワーズクロノレジデンス,東京都中央区晴海２丁目,29階,大江戸線　勝どき,100137035415,中古マンション,準工,"20,720円",2013年（平成25年）10月,3ＬＤＫ,03-6806-0497
,379.5万円,徒歩　10分,"32,000万円",専任,公開中,（株）アジア商事,"1,254.5万円",84.33㎡,ザ　豊海タワ－マリン＆スカイ,東京都中央区豊海町,,大江戸線　勝どき,100133612982,新築マンション,準工,"33,930円",2027年（令和 9年） 8月,3ＬＤＫ,09023649151
,427.4万円,徒歩　12分,"38,600万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス月島センター,"1,412.7万円",90.33㎡,ザ・パークハウス晴海タワーズ　クロノレジデンス,東京都中央区晴海２丁目,37階,大江戸線　勝どき,100137027627,中古マンション,準工,"26,830円",2013年（平成25年）10月,3ＬＤＫ,03-5548-3731
,129.9万円,徒歩　2分,"7,500万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス月島センター,429.3万円,57.76㎡,シェトワ佃,東京都中央区佃３丁目,5階,大江戸線　月島,100136846491,中古マンション,二住,"18,480円",1981年（昭和56年） 4月,3ＤＫ,03-5548-3731
,221.9万円,徒歩　7分,"18,980万円",一般 オーナーチェンジ,-,三井不動産リアルティ（株）三井のリハウス勝どきザ・タワーセンター,733.6万円,85.54㎡,勝どきザ・タワー,東京都中央区勝どき５丁目,7階,大江戸線　勝どき,100136721581,中古マンション,商業,"20,450円",2016年（平成28年）11月,3ＬＤＫ,03-3533-5731
,224.5万円,徒歩　18分,"16,480万円",一般,-,ハンズ不動産販売（株）,742.0万円,73.43㎡,ＨＡＲＵＭＩＦＬＡＧ　ＰＡＲＫＶＩＬＬＡＧＥ　ＳＫＹＤＵＯ　Ｔ棟１１階,東京都中央区晴海５丁目,11階,大江戸線　勝どき,100136773683,新築マンション,商業,"28,770円",2025年（令和 7年）10月,3ＬＤＫ,03-5810-1703
,199.6万円,徒歩　18分,"15,990万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,659.6万円,80.15㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥＣ棟,東京都中央区晴海５丁目,12階,大江戸線　勝どき,100134951025,中古マンション,商業,"24,850円",2023年（令和 5年）11月,3ＬＤＫ,03-5114-5973
,270.4万円,徒歩　11分,"22,800万円",売主,-,三菱地所レジデンス（株）　リノベーション事業部,893.8万円,84.33㎡,ザ・パークハウス晴海タワーズ　クロノレジデンス,東京都中央区晴海２丁目,,大江戸線　勝どき,100136514606,中古マンション,準工,"25,050円",2013年（平成25年）10月,3ＬＤＫ,03-6281-8111
,213.0万円,徒歩　13分,"15,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウスららぽーと豊洲センター,704.0万円,74.20㎡,ザ・パークハウス晴海タワーズ　ティアロレジデンス,東京都中央区晴海２丁目,37階,有楽町線　月島,100134720852,中古マンション,準工,"23,730円",2016年（平成28年） 3月,3ＬＤＫ,03-3532-3331
,386.2万円,徒歩　6分,"27,990万円",売主,-,グローバルベイス（株）,"1,276.5万円",72.49㎡,パークシティ中央湊ザタワー,東京都中央区湊２丁目,31階,日比谷線　八丁堀,100137026884,中古マンション,商業,"25,300円",2017年（平成29年）11月,3ＬＤＫ,080-5679-1351
,305.4万円,徒歩　12分,"24,000万円",一般,-,（株）ハタグループ,"1,009.6万円",78.59㎡,パークタワー晴海,東京都中央区晴海２丁目,43階,大江戸線　月島,100137018387,中古マンション,準工,"25,540円",2019年（平成31年） 2月,3ＬＤＫ,08042998637
,261.6万円,徒歩　8分,"21,000万円",一般 オーナーチェンジ,-,（株）ランドネット　大阪支店,864.6万円,80.30㎡,ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　シータワー,東京都中央区勝どき６丁目,22階,大江戸線　勝どき,300136876936,中古マンション,商業,"15,000円",2008年（平成20年） 1月,3ＬＤＫ,06-6359-2180
,258.5万円,徒歩　18分,"21,500万円",一般,-,（株）メタライフ,854.3万円,83.20㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,21階,大江戸線　勝どき,100136152713,新築マンション,商業,"32,110円",2025年（令和 7年）10月,3ＬＤＫ,03-6908-5705
,242.4万円,徒歩　15分,"16,980万円",一般,-,野村不動産ソリューションズ（株）　勝どきセンター,801.3万円,70.06㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥＴ棟,東京都中央区晴海５丁目,7階,大江戸線　勝どき,100136931055,新築マンション,商業,"27,540円",2025年（令和 7年） 8月,3ＬＤＫ,03-3534-7870
,280.7万円,徒歩　10分,"19,990万円",一般,-,東急リバブル（株）　勝どきセンター,927.9万円,71.22㎡,ＴＨＥ　ＴＯＹＯＭＩ　ＴＯＷＥＲ　ＭＡＲＩＮＥ＆ＳＫＹ,東京都中央区豊海町,22階,大江戸線　勝どき,100136941705,新築マンション,準工,"28,710円",2026年（令和 8年）11月,3ＬＤＫ,03-6866-3861
,198.3万円,徒歩　12分,"14,580万円",専任,公開中,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,655.3万円,73.56㎡,パークタワー晴海,東京都中央区晴海２丁目,7階,有楽町線　月島,100133678782,中古マンション,準工,"23,910円",2019年（平成31年） 2月,3ＬＤＫ,03-3536-6731
,195.9万円,徒歩　3分,"14,990万円",売主,-,（株）ＭＵＳＵＢＵ,647.6万円,76.52㎡,ファミール日本橋ブルー・クレール,東京都中央区日本橋大伝馬町,,日比谷線　小伝馬町,100134212750,中古マンション,商業,"14,000円",2004年（平成16年） 2月,3ＬＤＫ,03-6452-5451
