No,物件番号,物件種目,専有面積,所在地,取引態様,価格,用途地域,㎡単価,建物名,所在階,間取,取引状況,管理費,坪単価,沿線駅,交通,商号,築年月,電話番号
,100135500214,中古マンション,42.33㎡,東京都新宿区矢来町,専任,"5,280万円",商業,124.8万円,神楽坂グリーンハイツ,7階,1ＬＤＫ,申込あり,"15,710円",412.4万円,東西線　神楽坂,徒歩　3分,三井不動産リアルティ（株）三井のリハウス飯田橋センター,1979年（昭和54年） 2月,03-5229-1931
,100136442183,中古マンション,50.89㎡,東京都新宿区赤城下町,専任,"6,980万円",二住,137.2万円,グランシャリオ神楽坂,4階,1ＬＤＫ,公開中,"16,000円",453.5万円,東西線　神楽坂,徒歩　6分,東急リバブル（株）　上野センター,1995年（平成 7年） 9月,03-3834-6131
,100136099314,中古マンション,55.48㎡,東京都新宿区中里町,専任,"9,980万円",二住,179.9万円,パレス神楽坂,2階,1ＬＤＫ,公開中,"12,450円",594.7万円,東西線　神楽坂,徒歩　5分,オークラヤ住宅（株）　新宿支社　営業第一部,1995年（平成 7年）12月,03-6368-4960
,100135058112,中古マンション,48.75㎡,東京都新宿区西新宿７丁目,専属 オーナーチェンジ,"12,000万円",商業,246.2万円,ファーストリアルタワー新宿,22階,1ＬＤＫ,公開中,"19,680円",813.8万円,大江戸線　新宿西口,徒歩　4分,（株）エムズ・ウエスト,2006年（平成18年） 2月,03-5510-2250
,100134321321,中古マンション,40.56㎡,東京都新宿区西新宿７丁目,一般,"5,880万円",商業,145.0万円,新宿ダイカンプラザＡ館,4階,ワンルーム,-,"24,822円",479.3万円,山手線　新宿,徒歩　2分,（株）海拓商事,1978年（昭和53年） 9月,03-6908-9303
,100137057360,中古マンション,56.32㎡,東京都新宿区百人町１丁目,売主 オーナーチェンジ,"4,580万円",商業,81.4万円,大久保ユニオンビル,4階,1ＬＤＫ,-,"15,650円",268.9万円,総武中央線　大久保,徒歩　3分,（株）ランドネット,1979年（昭和54年） 4月,03-3986-3967
,100136070463,中古マンション,70.75㎡,東京都新宿区富久町,一般,"25,800万円",商業,364.7万円,富久クロスコンフォートタワー,32階,1ＳＬＤＫ,-,"26,770円","1,205.5万円",丸ノ内線　新宿御苑前,徒歩　7分,三菱ＵＦＪ不動産販売（株）　横浜センター,2015年（平成27年） 4月,045-316-6621
,100136869784,中古マンション,45.12㎡,東京都新宿区西新宿４丁目,売主,"5,490万円",商業,121.7万円,ハイネスロフティ,5階,1ＳＬＤＫ,-,"9,500円",402.3万円,大江戸線　都庁前,徒歩　6分,（株）ランドネット,1979年（昭和54年） 2月,03-3986-7204
,100137055955,中古マンション,93.47㎡,東京都新宿区市谷薬王寺町,一般,"14,000万円",一中,149.8万円,アージュ薬王寺,1階,1ＬＤＫ,-,"20,400円",495.2万円,大江戸線　牛込神楽坂,徒歩　5分,（株）長谷工リアルエステート　新宿センター,2002年（平成14年） 7月,03-5989-0828
,100137019041,中古マンション,47.39㎡,東京都新宿区新宿６丁目,売主,"5,799万円",商業,122.4万円,第３２宮庭マンション,9階,1ＬＤＫ,-,"11,710円",404.6万円,大江戸線　東新宿,徒歩　2分,（株）エンリード不動産,1983年（昭和58年） 2月,050-5783-2152
,100136432658,中古マンション,69.56㎡,東京都新宿区住吉町,専属,"9,980万円",商業,143.5万円,ウイン四ツ谷,3階,1ＳＬＤＫ,申込あり,"16,030円",474.3万円,都営新宿線　曙橋,徒歩　1分,東急リバブル（株）　四谷センター,1984年（昭和59年）10月,03-6863-0109
,100135107908,中古マンション,60.24㎡,東京都新宿区富久町,専任,"5,980万円",商業,99.3万円,シャトレ市ヶ谷,11階,1ＬＤＫ,公開中,"18,800円",328.2万円,丸ノ内線　新宿御苑前,徒歩　8分,住友不動産ステップ（株）　荻窪営業センター,1970年（昭和45年）12月,050-3112-9806
,100137047982,中古マンション,45.81㎡,東京都新宿区西新宿５丁目,代理 オーナーチェンジ,"7,300万円",商業,159.4万円,ラコント新宿セントラルパークアパートメント,4階,1ＬＤＫ,-,"10,900円",526.8万円,大江戸線　西新宿五丁目,徒歩　4分,（株）スクエア,2005年（平成17年） 6月,03-6337-6567
,100134653083,中古マンション,71.23㎡,東京都新宿区中落合１丁目,一般,"11,850万円",準工,166.4万円,クレヴィア新宿中落合ＷＥＳＴ,2階,1ＳＬＤＫ,-,"25,400円",550.0万円,西武新宿線　中井,徒歩　6分,三井不動産リアルティ（株）三井のリハウス高田馬場センター,2023年（令和 5年）10月,03-3204-3131
,100137025124,中古マンション,42.64㎡,東京都新宿区西早稲田２丁目,専任,"6,500万円",商業,152.5万円,パシフィック早稲田,7階,1ＬＤＫ,公開中,"14,300円",504.0万円,東西線　早稲田,徒歩　6分,（株）ウィローズ,1984年（昭和59年）10月,070-7499-2706
,100137040320,中古マンション,43.13㎡,東京都新宿区北新宿４丁目,一般 オーナーチェンジ,"5,380万円",近商,124.8万円,シティハウス新宿柏木,8階,1ＬＤＫ,-,"11,195円",412.4万円,総武中央線　大久保,徒歩　9分,スター・マイカ・アセット・パートナーズ（株）,2004年（平成16年） 4月,080-4178-5408
,100134874961,中古マンション,54.33㎡,東京都新宿区北新宿２丁目,専任,"3,680万円",一中,67.8万円,ヴェラハイツ新宿,,1ＬＤＫ,公開中,"15,990円",224.0万円,総武中央線　大久保,徒歩　9分,（株）ＴＥＳキャピタル,1977年（昭和52年） 3月,08033403804
,100137035446,中古マンション,64.13㎡,東京都新宿区市谷加賀町２丁目,専任,"14,000万円",一住,218.4万円,ザ・パークハウス市谷加賀町,,1ＳＬＤＫ,公開中,確認中,721.7万円,大江戸線　牛込柳町,徒歩　4分,三菱地所ハウスネット（株）　番町営業所,2014年（平成26年） 4月,03-6272-9591
,100137035469,中古マンション,61.12㎡,東京都新宿区新宿１丁目,専任,"7,480万円",商業,122.4万円,パレドール新宿,,1ＳＬＤＫ,公開中,"28,600円",404.6万円,丸ノ内線　新宿御苑前,徒歩　5分,大成有楽不動産販売（株）　都心営業室,1983年（昭和58年） 3月,03-6867-0707
,100137035332,中古マンション,44.43㎡,東京都新宿区大久保２丁目,専任,"4,690万円",一住,105.6万円,デュオ・スカーラ新大久保,2階,1ＬＤＫ,公開中,"13,740円",349.0万円,山手線　新大久保,徒歩　4分,（株）たすかけ,2003年（平成15年）11月,0422-39-8734
,100136738800,中古マンション,56.36㎡,東京都新宿区余丁町,専任,"4,800万円",一中,85.2万円,余丁町サンハイツ,1階,1ＳＬＤＫ,公開中,"15,000円",281.6万円,大江戸線　若松河田,徒歩　4分,住友不動産ステップ（株）　本社営業センター１課,1978年（昭和53年）10月,050-3112-9914
,100136223544,中古マンション,50.03㎡,東京都新宿区百人町２丁目,代理,"6,480万円",近商,129.6万円,アゼリアコート（新大久保）,2階,1ＳＬＤＫ,-,"20,010円",428.2万円,山手線　新大久保,徒歩　4分,（株）アイオス,1984年（昭和59年） 8月,03-5318-9100
,100136147841,中古マンション,67.18㎡,東京都新宿区東五軒町,売主,"13,980万円",準工,208.1万円,グラツィオーソ神楽坂ウエスト,5階,1ＳＬＤＫ,-,"14,650円",688.0万円,東西線　神楽坂,徒歩　8分,野村不動産（株）　リノベーション事業部,2005年（平成17年） 1月,080-8174-8170
,100137019936,中古マンション,42.49㎡,東京都新宿区西落合１丁目,専任 オーナーチェンジ,"5,170万円",近商,121.7万円,ディアレイシャス落合南長崎,7階,1ＬＤＫ,公開中,"12,100円",402.3万円,大江戸線　落合南長崎,徒歩　6分,（株）ランドネット　渋谷支店,2018年（平成30年） 3月,03-3409-1318
,100137022679,中古マンション,45.85㎡,東京都新宿区西五軒町,売主,"7,999万円",準工,174.5万円,サンセール神楽坂,6階,1ＬＤＫ,-,"13,500円",576.8万円,総武中央線　飯田橋,徒歩　15分,（株）エンリード不動産,1992年（平成 4年） 2月,050-5783-2145
,100131651649,中古マンション,43.05㎡,東京都新宿区西落合２丁目,売主 オーナーチェンジ,"2,300万円",一住,53.5万円,哲学堂コーポラス,,1ＬＤＫ,-,"7,500円",176.7万円,大江戸線　落合南長崎,徒歩　12分,（株）大田ハウス,1967年（昭和42年） 6月,03-5345-9733
,100137012848,中古マンション,41.51㎡,東京都新宿区若宮町,専任,"8,200万円",一住,197.6万円,オープンレジデンシア神楽坂若宮町,2階,1ＬＤＫ,公開中,"12,624円",653.1万円,南北線　飯田橋,徒歩　5分,（株）ＷＡＮＴ　ＲＥＡＬ,2016年（平成28年）12月,080-6538-6126
,100136773265,中古マンション,53.10㎡,東京都新宿区天神町,専属,"4,780万円",商業,90.1万円,神楽坂メゾン,6階,1ＬＤＫ,公開中,"14,050円",297.6万円,東西線　神楽坂,徒歩　4分,（同）マリブ不動産コンシェルジュ,1977年（昭和52年）12月,043-296-6327
,100136327615,中古マンション,53.04㎡,東京都新宿区大久保３丁目,専任,"6,280万円",一住,118.5万円,ニュータウンオークボＡ棟,13階,1ＬＤＫ,公開中,"13,560円",391.5万円,山手線　高田馬場,徒歩　7分,（株）ツクルバ,1981年（昭和56年） 3月,03-5725-0182
,100136903128,中古マンション,71.62㎡,東京都新宿区北新宿４丁目,専属,"5,800万円",近商,81.0万円,コモドスクウェア北新宿,B1階,ワンルーム,公開中,"36,530円",267.8万円,総武中央線　大久保,徒歩　9分,（株）日新ハウジング,1989年（平成 1年） 1月,03-3228-0701
,100136462118,中古マンション,57.15㎡,東京都新宿区赤城元町,売主,"12,480万円",二中,218.4万円,パークコート神楽坂,1階,1ＬＤＫ,-,"23,490円",721.9万円,東西線　神楽坂,徒歩　1分,（株）Ｂｅｌｌｏｆｆ,2010年（平成22年） 7月,090-4924-0213
,100136974341,中古マンション,43.51㎡,東京都新宿区荒木町,売主,"7,980万円",近商,183.5万円,フリーディオ四谷三丁目,6階,1ＬＤＫ,-,"8,300円",606.4万円,都営新宿線　曙橋,徒歩　3分,（株）オデッセー不動産,1997年（平成 9年） 8月,03-6230-1591
,100136985131,中古マンション,70.06㎡,東京都新宿区袋町,一般,"14,990万円",商業,214.0万円,プラウド神楽坂ヒルトップ,2階,1ＬＤＫ,-,"33,870円",707.4万円,大江戸線　牛込神楽坂,徒歩　3分,ファミリータイズ（株）,2023年（令和 5年） 7月,09070803390
,100135654070,中古マンション,58.21㎡,東京都新宿区富久町,専任,"5,480万円",商業,94.2万円,シャトレ市ヶ谷,,1ＳＬＤＫ,公開中,"18,100円",311.3万円,都営新宿線　曙橋,徒歩　9分,大成有楽不動産販売（株）　新宿センター,1970年（昭和45年）12月,03-6457-4331
,100136984670,中古マンション,55.70㎡,東京都新宿区西五軒町,専任,"6,680万円",準工,120.0万円,ライオンズマンション神楽坂第二,2階,1ＬＤＫ,公開中,"13,700円",396.5万円,東西線　神楽坂,徒歩　5分,ＳＲＥホールディングス（株）　新宿オフィス,1978年（昭和53年） 5月,03-6914-3602
,100136983774,中古マンション,40.48㎡,東京都新宿区大京町,一般,"2,800万円",商業,69.2万円,キングダム御苑,6階,1Ｋ,-,確認中,228.7万円,,,（株）安海グローバル,1978年（昭和53年） 2月,03-6261-7937
,100135299146,中古マンション,60.00㎡,東京都新宿区富久町,一般 オーナーチェンジ,"25,200万円",商業,420.0万円,ＴｏｍｉｈｉｓａＣｒｏｓｓコンフォート,53階,1ＳＬＤＫ,-,"21,110円","1,388.5万円",丸ノ内線　新宿御苑前,徒歩　7分,Ａ－ＮＥＸＴ（株）,2015年（平成27年） 4月,03-5786-0777
,100136609418,中古マンション,42.20㎡,東京都新宿区大久保３丁目,一般,"11,500万円",二住,272.6万円,スカイフォレストレジデンス,22階,1ＬＤＫ,-,"13,675円",900.9万円,山手線　高田馬場,徒歩　7分,野村不動産ソリューションズ（株）　高田馬場センター,2014年（平成26年）12月,03-5348-5691
,100136067297,新築マンション,61.93㎡,東京都新宿区西新宿５丁目,売主,"18,900万円",商業,305.2万円,パークタワー西新宿,37階,1ＬＤＫ,-,"27,870円","1,008.9万円",大江戸線　西新宿五丁目,徒歩　6分,（株）三木森,2024年（令和 6年）11月,080-5536-8962
,100136977663,中古マンション,43.61㎡,東京都新宿区西新宿５丁目,売主,"13,980万円",商業,320.6万円,シティタワー新宿,29階,1ＬＤＫ,-,"20,755円","1,059.8万円",丸ノ内線　西新宿,徒歩　8分,（株）傘,2023年（令和 5年） 3月,08041310076
,100136977028,中古マンション,41.68㎡,東京都新宿区四谷４丁目,売主,"3,198万円",一住,76.8万円,四谷ハイコーポ,4階,1ＬＤＫ,-,"15,000円",253.7万円,丸ノ内線　四谷三丁目,徒歩　7分,（株）理想デザイン,1968年（昭和43年）10月,03-5843-5710
,100136974960,中古マンション,40.21㎡,東京都新宿区北新宿１丁目,専属,"6,480万円",商業,161.2万円,フィールＥ北新宿,6階,1ＬＤＫ,公開中,"9,450円",532.8万円,総武中央線　大久保,徒歩　3分,東急リバブル（株）　高円寺センター,2004年（平成16年） 2月,03-6859-9109
,100136974204,中古マンション,64.92㎡,東京都新宿区原町３丁目,専任,"12,800万円",商業,197.2万円,グランディ市谷柳町,10階,1ＳＬＤＫ,公開中,"14,400円",651.8万円,大江戸線　牛込柳町,徒歩　2分,グリーン不動産（株）,2002年（平成14年） 2月,03-5356-1521
,100132611682,中古マンション,42.06㎡,東京都新宿区西早稲田３丁目,代理,"6,000万円",一中,142.7万円,リヴシティ西早稲田,,1ＬＤＫ,-,"11,150円",471.6万円,副都心線　西早稲田,徒歩　6分,（株）プリンスランド,2014年（平成26年） 6月,080-4006-4568
,100136394668,中古マンション,68.67㎡,東京都新宿区中落合１丁目,専任,"12,980万円",準工,189.1万円,クレヴィア新宿中落合ＥＡＳＴ,,1ＬＤＫ,公開中,"27,000円",624.9万円,西武新宿線　下落合,徒歩　6分,伊藤忠ハウジング（株）　流通グループ,2023年（令和 5年）10月,080-6169-7199
,100136846939,中古マンション,50.00㎡,東京都新宿区西新宿５丁目,専任,"16,200万円",商業,324.0万円,シティタワー新宿,14階,1ＬＤＫ,公開中,"23,525円","1,071.1万円",丸ノ内線　西新宿,徒歩　7分,野村不動産ソリューションズ（株）　本店営業部,2023年（令和 5年） 2月,03-3345-0386
,100134665304,中古マンション,54.14㎡,東京都新宿区西新宿８丁目,専任 オーナーチェンジ,"5,480万円",商業,101.3万円,サンパレス新宿,6階,1ＬＤＫ,公開中,"22,890円",334.7万円,丸ノ内線　西新宿,徒歩　2分,三井不動産リアルティ（株）三井のリハウス新宿センター,1981年（昭和56年） 3月,03-5339-2131
,100134665303,中古マンション,42.25㎡,東京都新宿区西新宿８丁目,専任 オーナーチェンジ,"4,390万円",商業,104.0万円,サンパレス新宿,4階,1ＬＤＫ,公開中,"17,830円",343.5万円,丸ノ内線　西新宿,徒歩　2分,三井不動産リアルティ（株）三井のリハウス新宿センター,1981年（昭和56年） 3月,03-5339-2131
,100136967752,中古マンション,41.71㎡,東京都新宿区西早稲田２丁目,専属,"7,050万円",商業,169.1万円,アトラスタワー西早稲田,12階,1ＬＤＫ,公開中,確認中,558.8万円,副都心線　西早稲田,徒歩　1分,信義房屋不動産（株）　六本木店,1999年（平成11年） 2月,03-5843-0108
,100136729607,中古マンション,53.52㎡,東京都新宿区若葉１丁目,専任,"8,280万円",一中,154.8万円,オープンレジデンシア四谷,B1階,1ＬＤＫ,公開中,"21,700円",511.5万円,総武中央線　四ツ谷,徒歩　6分,（株）リライフ,2020年（令和 2年） 7月,03-5213-4096
,100136890280,中古マンション,41.36㎡,東京都新宿区下落合４丁目,専任 オーナーチェンジ,"4,750万円",商業,114.9万円,インプレスト目白ヒルズ,6階,1ＬＤＫ,申込あり,"10,840円",379.7万円,山手線　目白,徒歩　12分,（株）ランドハウジング,2010年（平成22年） 2月,03-3324-2271
,100135490389,中古マンション,45.21㎡,東京都新宿区新宿６丁目,専属,"5,480万円",商業,121.3万円,第３２宮庭マンション,11階,1ＬＤＫ,公開中,"11,170円",400.8万円,副都心線　東新宿,徒歩　2分,東急リバブル（株）　高田馬場センター,1983年（昭和58年） 2月,03-5291-1029
,100136310863,中古マンション,42.58㎡,東京都新宿区西新宿８丁目,専任,"6,980万円",商業,164.0万円,パークタワー西新宿エムズポート,4階,1ＬＤＫ,申込あり,"12,600円",542.0万円,丸ノ内線　西新宿,徒歩　4分,三井不動産リアルティ（株）三井のリハウス新宿センター,2013年（平成25年） 9月,03-5339-2131
,100129844708,中古マンション,77.66㎡,東京都新宿区赤城下町,専任,"20,000万円",準工,257.6万円,ピアース神楽坂ＨＩＬＬＳ,7階,1ＳＬＤＫ,申込あり,"30,300円",851.4万円,東西線　神楽坂,徒歩　2分,三井不動産リアルティ（株）三井のリハウス飯田橋センター,2021年（令和 3年）11月,03-5229-1931
,100136835793,中古マンション,44.22㎡,東京都新宿区荒木町,売主,"4,580万円",商業,103.6万円,キャッスルマンション荒木町,1階,1ＬＤＫ,-,"16,800円",342.4万円,丸ノ内線　四谷三丁目,徒歩　5分,（株）エフステージ,1983年（昭和58年）11月,03-3868-2122
,100136853525,中古マンション,43.75㎡,東京都新宿区新宿５丁目,専属,"8,499万円",商業,194.3万円,ピアース新宿三丁目,2階,1ＬＤＫ,公開中,"14,000円",642.2万円,丸ノ内線　新宿三丁目,徒歩　6分,東急リバブル（株）　新宿センター,2023年（令和 5年） 1月,03-6876-0109
,100135854624,中古マンション,55.01㎡,東京都新宿区西新宿６丁目,専任 オーナーチェンジ,"10,500万円",商業,190.9万円,コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,25階,1ＬＤＫ,公開中,"21,900円",631.0万円,大江戸線　西新宿五丁目,徒歩　6分,三井不動産リアルティ（株）三井のリハウス荻窪センター,2008年（平成20年） 1月,03-3392-3131
,100133590564,中古マンション,42.93㎡,東京都新宿区中落合３丁目,専任 オーナーチェンジ,"2,300万円",一中,53.6万円,第二アビタシオン落合,,1ＬＤＫ,公開中,"7,903円",177.2万円,大江戸線　落合南長崎,徒歩　3分,ポラテック㈱,1981年（昭和56年） 6月,048-916-2012
,100136501434,中古マンション,49.61㎡,東京都新宿区山吹町,専任,"2,560万円",準工,51.7万円,牛込マンション,6階,ワンルーム,公開中,"13,200円",170.6万円,有楽町線　江戸川橋,徒歩　3分,三井不動産リアルティ（株）三井のリハウス飯田橋センター,1964年（昭和39年）10月,03-5229-1931
,100135479601,中古マンション,50.42㎡,東京都新宿区西新宿８丁目,代理 オーナーチェンジ,"13,900万円",商業,275.7万円,ラ・トゥール新宿グランド,11階,1Ｋ,-,"26,325円",911.4万円,丸ノ内線　西新宿,徒歩　4分,（株）スクエア,2011年（平成23年）12月,03-6337-6567
,100135546474,中古マンション,74.81㎡,東京都新宿区南元町,専任,"17,480万円",一住,233.7万円,ライオンズ外苑の杜,1階,1ＳＬＤＫ,公開中,"14,635円",772.5万円,総武中央線　信濃町,徒歩　8分,オークラヤ住宅（株）　新宿支社　営業第一部,2013年（平成25年） 3月,03-6368-4960
,100135359726,中古マンション,44.29㎡,東京都新宿区西落合２丁目,一般,"3,150万円",一住,71.2万円,ハイネス哲学堂,2階,1ＬＤＫ,-,"10,560円",235.2万円,大江戸線　落合南長崎,徒歩　8分,三井不動産リアルティ（株）三井のリハウス高田馬場センター,1981年（昭和56年）11月,03-3204-3131
,100136928029,中古マンション,49.14㎡,東京都新宿区赤城下町,専任,"12,180万円",準工,247.9万円,ピアース神楽坂レジデンス,6階,1ＬＤＫ,公開中,"14,600円",819.4万円,東西線　神楽坂,徒歩　3分,（株）モリモト,2020年（令和 2年） 9月,03-5724-1241
,100136927809,中古マンション,50.31㎡,東京都新宿区若松町,売主,"4,780万円",一住,95.1万円,ルミナ―ル若松町,1階,1ＬＤＫ,-,"15,630円",314.1万円,大江戸線　若松河田,徒歩　4分,（株）マルワホーム,1981年（昭和56年）11月,080-1217-6844
,100135708064,中古マンション,40.21㎡,東京都新宿区北新宿１丁目,売主,"6,990万円",商業,173.9万円,フィールＥ北新宿,4階,1ＬＤＫ,-,"9,450円",574.7万円,総武中央線　大久保,徒歩　3分,（株）アドバンス,2004年（平成16年） 2月,03-5812-1918
,100136924457,中古マンション,47.16㎡,東京都新宿区西新宿４丁目,専任,"5,280万円",商業,112.0万円,西新宿ビューハイツ,2階,1ＬＤＫ,公開中,"16,400円",370.2万円,大江戸線　西新宿五丁目,徒歩　9分,朝日リビング（株）　新宿営業センター,1982年（昭和57年） 3月,07031552194
,100136922139,中古マンション,55.11㎡,東京都新宿区西新宿６丁目,専任,"11,500万円",商業,208.7万円,コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,14階,1ＬＤＫ,公開中,"21,900円",689.9万円,大江戸線　西新宿五丁目,徒歩　6分,東急リバブル（株）　御茶ノ水センター,2008年（平成20年） 1月,03-6855-1109
,100136110058,中古マンション,75.90㎡,東京都新宿区西新宿４丁目,専任,"16,900万円",商業,222.7万円,シティタワー新宿新都心,25階,1ＬＤＫ,公開中,"30,660円",736.1万円,大江戸線　西新宿五丁目,徒歩　2分,住友不動産ステップ（株）　本社マンションプラザ,2005年（平成17年） 2月,050-3112-9913
,100136904060,中古マンション,43.08㎡,東京都新宿区西新宿５丁目,一般,"10,480万円",二住,243.3万円,ザ・パークハウス西新宿タワー６０,41階,1ＬＤＫ,-,"12,940円",804.2万円,大江戸線　西新宿五丁目,徒歩　7分,（株）アセット・ワン,2017年（平成29年） 8月,03-5211-7111
,100134547470,中古マンション,71.23㎡,東京都新宿区中落合１丁目,一般,"11,850万円",準工,166.4万円,クレヴィア新宿中落合ＷＥＳＴ,2階,1ＳＬＤＫ,-,"25,400円",550.0万円,西武新宿線　中井,徒歩　6分,みずほ不動産販売（株）　渋谷営業第一部,2023年（令和 5年）10月,03-3486-4001
,100134732566,中古マンション,43.03㎡,東京都新宿区富久町,専任 オーナーチェンジ,"6,300万円",商業,146.5万円,ピアース四谷,6階,1ＬＤＫ,公開中,"12,800円",484.0万円,丸ノ内線　四谷三丁目,徒歩　6分,（株）Ｄ２,2004年（平成16年）10月,050-3091-7773
,100136113511,中古マンション,44.92㎡,東京都新宿区新宿６丁目,一般 オーナーチェンジ,"7,000万円",二住,155.9万円,ハーモニーレジデンス新宿イースト,1階,1ＬＤＫ,-,"11,000円",515.2万円,大江戸線　東新宿,徒歩　5分,（株）クルーズカンパニー　飯田橋支店,2018年（平成30年） 2月,03-3556-3101
,100134430768,中古マンション,61.93㎡,東京都新宿区西新宿５丁目,一般,"18,900万円",商業,305.2万円,パークタワー西新宿,37階,1ＬＤＫ,-,"27,870円","1,008.9万円",大江戸線　西新宿五丁目,徒歩　6分,野村不動産ソリューションズ（株）　本店営業部,2024年（令和 6年）11月,03-3345-0386
,100136415014,中古マンション,71.67㎡,東京都新宿区富久町,専任,"23,800万円",商業,332.1万円,富久クロスコンフォートタワー,39階,1ＬＤＫ,公開中,"25,220円","1,097.8万円",丸ノ内線　新宿御苑前,徒歩　7分,野村不動産ソリューションズ（株）　四谷センター,2015年（平成27年） 4月,03-5362-3585
,100133170854,中古マンション,45.69㎡,東京都新宿区北町,専任 オーナーチェンジ,"7,980万円",商業,174.7万円,デュオ・スカーラ神楽坂タワー,,1ＤＫ,公開中,"12,820円",577.4万円,大江戸線　牛込神楽坂,徒歩　2分,住友不動産ステップ（株）　荻窪営業センター,2004年（平成16年） 2月,050-3112-9806
,100136872823,中古マンション,48.73㎡,東京都新宿区南町,専任,"3,750万円",一中,77.0万円,市ヶ谷ローヤルコーポ,3階,1ＬＤＫ,申込あり,"20,000円",254.4万円,大江戸線　牛込神楽坂,徒歩　7分,オークラヤ住宅（株）　新宿支社　営業第一部,1976年（昭和51年） 4月,03-6368-4960
,100136511552,中古マンション,52.55㎡,東京都新宿区西五軒町,一般,"7,480万円",準工,142.4万円,セントヒルズ神楽坂,2階,1ＬＤＫ,-,"22,100円",470.6万円,東西線　神楽坂,徒歩　5分,野村不動産ソリューションズ（株）　飯田橋センター,1990年（平成 2年） 7月,03-5226-0281
,100135767463,中古マンション,52.66㎡,東京都新宿区新宿７丁目,専任 オーナーチェンジ,"8,500万円",商業,161.5万円,新宿アインスタワー,27階,1ＬＤＫ,申込あり,"19,020円",533.6万円,副都心線　東新宿,徒歩　1分,三井不動産リアルティ（株）三井のリハウス新宿センター,2004年（平成16年） 2月,03-5339-2131
,100136875350,中古マンション,45.21㎡,東京都新宿区新宿６丁目,売主,"5,999万円",商業,132.7万円,第３２宮庭マンション,7階,1ＬＤＫ,-,"11,170円",438.7万円,副都心線　東新宿,徒歩　2分,（株）西家,1983年（昭和58年） 2月,080-7553-8978
,100136871349,中古マンション,60.00㎡,東京都新宿区富久町,専任,"19,800万円",商業,330.0万円,富久クロスコンフォートタワー,48階,1ＳＬＤＫ,公開中,"21,110円","1,091.0万円",丸ノ内線　新宿御苑前,徒歩　7分,（株）ノヴァース,2015年（平成27年） 4月,03-5904-8310
,100136868203,中古マンション,44.29㎡,東京都新宿区西落合２丁目,一般,"3,150万円",一住,71.2万円,ハイネス哲学堂,2階,1ＬＤＫ,-,"10,560円",235.2万円,大江戸線　落合南長崎,徒歩　8分,日本都市ハウジング（株）,1981年（昭和56年）11月,0353796061
,100135891941,中古マンション,51.39㎡,東京都新宿区新宿７丁目,一般,"7,480万円",商業,145.6万円,宮庭東新宿ビル,8階,1ＬＤＫ,-,"16,530円",481.2万円,副都心線　東新宿,徒歩　3分,リヴウェル（株）　新宿営業所,2012年（平成24年） 8月,03-6302-0930
,100136480407,中古マンション,41.60㎡,東京都新宿区南元町,専任,"4,880万円",二中,117.4万円,ベラビスタ信濃町,3階,ワンルーム,公開中,"13,120円",387.8万円,総武中央線　信濃町,徒歩　7分,（株）ツクルバ,1977年（昭和52年）10月,03-5725-0182
,100136740441,中古マンション,56.66㎡,東京都新宿区山吹町,専任,"10,880万円",商業,192.1万円,藤和シティホームズ神楽坂,7階,1ＬＤＫ,公開中,"18,700円",634.8万円,東西線　神楽坂,徒歩　7分,（株）大京穴吹不動産　飯田橋店,1995年（平成 7年）10月,03-3239-3950
,100136500664,中古マンション,50.01㎡,東京都新宿区西早稲田１丁目,一般,"7,680万円",商業,153.6万円,西早稲田シティタワー,6階,1ＬＤＫ,-,"14,600円",507.7万円,都電荒川線　早稲田,徒歩　2分,スター・マイカ・レジデンス（株）,1999年（平成11年） 3月,03-5776-2555
,100134018985,中古マンション,52.97㎡,東京都新宿区新宿７丁目,一般,"5,880万円",一住,111.1万円,ニューイースタンハイツ,,1ＳＬＤＫ,-,"8,500円",367.0万円,副都心線　東新宿,徒歩　4分,未来（株）,1977年（昭和52年） 8月,03-6709-1028
,100135468905,中古マンション,47.02㎡,東京都新宿区上落合１丁目,専任,"4,680万円",準工,99.6万円,日興パレス高田馬場,4階,1ＳＬＤＫ,公開中,"13,310円",329.1万円,山手線　高田馬場,徒歩　13分,（株）ベストサポートマネジメント,1981年（昭和56年） 8月,08058851614
,100136805604,中古マンション,61.98㎡,東京都新宿区新宿１丁目,専任,"3,990万円",商業,64.4万円,中公ビル御苑グリーンハイツ,5階,ワンルーム,公開中,"22,825円",212.9万円,丸ノ内線　新宿御苑前,徒歩　1分,三井不動産リアルティ（株）三井のリハウス新宿センター,1968年（昭和43年） 6月,03-5339-2131
,100136836590,中古マンション,78.57㎡,東京都新宿区西早稲田１丁目,代理 オーナーチェンジ,"6,100万円",商業,77.7万円,ワセダ久慈川マンション,,ワンルーム,-,"47,000円",256.7万円,都電荒川線　早稲田,徒歩　3分,（株）ＭＰＣコーポレーション,1982年（昭和57年）11月,03-5972-4601
,100136351424,新築マンション,47.34㎡,東京都新宿区高田馬場４丁目,一般,"10,680万円",商業,225.7万円,パークシティ高田馬場,6階,1ＬＤＫ,-,"17,420円",745.8万円,山手線　高田馬場,徒歩　7分,（株）ハイアーグラウンド,2025年（令和 7年） 6月,070-1180-4051
