差分ID,物件番号,差分検出日,更新フィールド,更新前,更新後
20251213_4792,100136939499,2025-12-13,築年月,2008年（平成20年） 1月,2008年（平成20年） 1月
20251213_4793,100136939794,2025-12-13,築年月,2004年（平成16年） 1月,2004年（平成16年） 1月
20251213_4794,100136939900,2025-12-13,築年月,2004年（平成16年） 1月,2004年（平成16年） 1月
20251213_4795,100136939902,2025-12-13,築年月,2013年（平成25年） 3月,2013年（平成25年） 3月
20251213_4796,100136939903,2025-12-13,築年月,2019年（平成31年） 3月,2019年（平成31年） 3月
20251213_4797,100136939905,2025-12-13,築年月,1977年（昭和52年） 9月,1977年（昭和52年） 9月
20251213_4798,100136940221,2025-12-13,築年月,2000年（平成12年） 3月,2000年（平成12年） 3月
20251213_4799,100136940345,2025-12-13,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251213_480,100132573661,2025-12-13,築年月,1987年（昭和62年） 3月,1987年（昭和62年） 3月
20251213_4800,100136940509,2025-12-13,築年月,1980年（昭和55年） 1月,1980年（昭和55年） 1月
20251213_4801,100136940515,2025-12-13,築年月,1980年（昭和55年） 1月,1980年（昭和55年） 1月
20251213_4802,100136940589,2025-12-13,築年月,1969年（昭和44年） 9月,1969年（昭和44年） 9月
20251213_4803,100136941101,2025-12-13,築年月,1988年（昭和63年） 4月,1988年（昭和63年） 4月
20251213_4804,100136941176,2025-12-13,築年月,2024年（令和 6年）11月,2024年（令和 6年）11月
20251213_4805,100136941261,2025-12-13,築年月,2001年（平成13年） 2月,2001年（平成13年） 2月
20251213_4806,100136941317,2025-12-13,築年月,2025年（令和 7年） 3月,2025年（令和 7年） 3月
20251213_4807,100136941325,2025-12-13,築年月,2003年（平成15年） 2月,2003年（平成15年） 2月
20251213_4808,100136941376,2025-12-13,築年月,1998年（平成10年） 9月,1998年（平成10年） 9月
20251213_4809,100136941452,2025-12-13,築年月,2000年（平成12年） 3月,2000年（平成12年） 3月
20251213_481,100132581135,2025-12-13,築年月,1985年（昭和60年） 2月,1985年（昭和60年） 2月
20251213_4810,100136941536,2025-12-13,築年月,1998年（平成10年） 9月,1998年（平成10年） 9月
20251213_4811,100136941705,2025-12-13,築年月,2026年（令和 8年）11月,2026年（令和 8年）11月
20251213_4812,100136941857,2025-12-13,築年月,2008年（平成20年） 4月,2008年（平成20年） 4月
20251213_4813,100136941864,2025-12-13,築年月,2021年（令和 3年） 1月,2021年（令和 3年） 1月
20251213_4814,100136942558,2025-12-13,築年月,2016年（平成28年） 9月,2016年（平成28年） 9月
20251213_4815,100136942560,2025-12-13,築年月,2016年（平成28年） 9月,2016年（平成28年） 9月
20251213_4816,100136942606,2025-12-13,築年月,2021年（令和 3年） 2月,2021年（令和 3年） 2月
20251213_4817,100136942656,2025-12-13,築年月,1982年（昭和57年） 4月,1982年（昭和57年） 4月
20251213_4818,100136942707,2025-12-13,築年月,1971年（昭和46年） 9月,1971年（昭和46年） 9月
20251213_4819,100136943492,2025-12-13,築年月,1984年（昭和59年） 4月,1984年（昭和59年） 4月
20251213_482,100132581467,2025-12-13,築年月,1986年（昭和61年） 2月,1986年（昭和61年） 2月
20251213_4820,100136944109,2025-12-13,築年月,1988年（昭和63年） 1月,1988年（昭和63年） 1月
20251213_4821,100136944189,2025-12-13,築年月,1979年（昭和54年） 4月,1979年（昭和54年） 4月
20251213_4822,100136944309,2025-12-13,築年月,1985年（昭和60年） 8月,1985年（昭和60年） 8月
20251213_4823,100136945206,2025-12-13,築年月,2025年（令和 7年） 6月,2025年（令和 7年） 6月
20251213_4824,100136945255,2025-12-13,築年月,1981年（昭和56年） 7月,1981年（昭和56年） 7月
20251213_4825,100136945331,2025-12-13,築年月,1969年（昭和44年） 4月,1969年（昭和44年） 4月
20251213_4826,100136945733,2025-12-13,築年月,1980年（昭和55年） 8月,1980年（昭和55年） 8月
20251213_4827,100136945851,2025-12-13,築年月,1979年（昭和54年） 4月,1979年（昭和54年） 4月
20251213_4828,100136945872,2025-12-13,築年月,1980年（昭和55年） 3月,1980年（昭和55年） 3月
20251213_4829,100136945911,2025-12-13,築年月,2018年（平成30年） 8月,2018年（平成30年） 8月
20251213_483,100132602136,2025-12-13,築年月,2023年（令和 5年） 1月,2023年（令和 5年） 1月
20251213_4830,100136946059,2025-12-13,築年月,2023年（令和 5年） 2月,2023年（令和 5年） 2月
20251213_4831,100136946097,2025-12-13,築年月,2002年（平成14年） 9月,2002年（平成14年） 9月
20251213_4832,100136946128,2025-12-13,築年月,2017年（平成29年） 3月,2017年（平成29年） 3月
20251213_4833,100136946129,2025-12-13,築年月,1986年（昭和61年） 3月,1986年（昭和61年） 3月
20251213_4834,100136946145,2025-12-13,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251213_4835,100136946150,2025-12-13,築年月,2021年（令和 3年）12月,2021年（令和 3年）12月
20251213_4836,100136946151,2025-12-13,築年月,2004年（平成16年） 3月,2004年（平成16年） 3月
20251213_4837,100136946601,2025-12-13,築年月,2002年（平成14年） 9月,2002年（平成14年） 9月
20251213_4838,100136946605,2025-12-13,築年月,2023年（令和 5年） 1月,2023年（令和 5年） 1月
20251213_4839,100136946615,2025-12-13,築年月,1985年（昭和60年） 2月,1985年（昭和60年） 2月
20251213_484,100132606543,2025-12-13,築年月,1981年（昭和56年） 9月,1981年（昭和56年） 9月
20251213_4840,100136946624,2025-12-13,築年月,1977年（昭和52年） 9月,1977年（昭和52年） 9月
20251213_4841,100136948409,2025-12-13,築年月,2015年（平成27年） 4月,2015年（平成27年） 4月
20251213_4842,100136950251,2025-12-13,築年月,2015年（平成27年） 4月,2015年（平成27年） 4月
20251213_4843,100136950828,2025-12-13,㎡単価,200.8万円,195.7万円
20251213_4843,100136950828,2025-12-13,価格,"19,480万円","18,980万円"
20251213_4843,100136950828,2025-12-13,坪単価,663.8万円,646.8万円
20251213_4844,100136950872,2025-12-13,築年月,1995年（平成 7年） 3月,1995年（平成 7年） 3月
20251213_4845,100136950873,2025-12-13,築年月,1970年（昭和45年） 2月,1970年（昭和45年） 2月
20251213_4846,100136950874,2025-12-13,取引状況,申込あり,公開中
20251213_4846,100136950874,2025-12-13,築年月,2005年（平成17年） 3月,2005年（平成17年） 3月
20251213_4847,100136950889,2025-12-13,築年月,2015年（平成27年） 9月,2015年（平成27年） 9月
20251213_4848,100136950909,2025-12-13,築年月,1987年（昭和62年） 1月,1987年（昭和62年） 1月
20251213_4849,100136950916,2025-12-13,築年月,1985年（昭和60年） 1月,1985年（昭和60年） 1月
20251213_485,100132611682,2025-12-13,築年月,2014年（平成26年） 6月,2014年（平成26年） 6月
20251213_4850,100136951860,2025-12-13,築年月,2012年（平成24年） 2月,2012年（平成24年） 2月
20251213_4851,100136952509,2025-12-13,築年月,2014年（平成26年） 2月,2014年（平成26年） 2月
20251213_4852,100136952527,2025-12-13,築年月,1998年（平成10年） 3月,1998年（平成10年） 3月
20251213_4853,100136952533,2025-12-13,築年月,1973年（昭和48年） 8月,1973年（昭和48年） 8月
20251213_4854,100136952563,2025-12-13,築年月,1982年（昭和57年） 1月,1982年（昭和57年） 1月
20251213_4855,100136952832,2025-12-13,築年月,2024年（令和 6年） 7月,2024年（令和 6年） 7月
20251213_4856,100136952863,2025-12-13,築年月,2013年（平成25年） 1月,2013年（平成25年） 1月
20251213_4857,100136952874,2025-12-13,築年月,2013年（平成25年） 8月,2013年（平成25年） 8月
20251213_4858,100136953193,2025-12-13,築年月,1978年（昭和53年） 4月,1978年（昭和53年） 4月
20251213_4859,100136953197,2025-12-13,築年月,1978年（昭和53年） 5月,1978年（昭和53年） 5月
20251213_486,100132618199,2025-12-13,築年月,2000年（平成12年） 8月,2000年（平成12年） 8月
20251213_4860,100136953292,2025-12-13,築年月,2018年（平成30年） 2月,2018年（平成30年） 2月
20251213_4861,100136953532,2025-12-13,築年月,1999年（平成11年） 6月,1999年（平成11年） 6月
20251213_4862,100136953551,2025-12-13,築年月,2017年（平成29年） 6月,2017年（平成29年） 6月
20251213_4863,100136953962,2025-12-13,築年月,1981年（昭和56年） 7月,1981年（昭和56年） 7月
20251213_4864,100136953974,2025-12-13,築年月,1983年（昭和58年） 8月,1983年（昭和58年） 8月
20251213_4865,100136954152,2025-12-13,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251213_4866,100136954158,2025-12-13,築年月,2025年（令和 7年） 5月,2025年（令和 7年） 5月
20251213_4867,100136954749,2025-12-13,築年月,2019年（令和 1年） 5月,2019年（令和 1年） 5月
20251213_4868,100136955123,2025-12-13,築年月,2009年（平成21年） 2月,2009年（平成21年） 2月
20251213_4869,100136955879,2025-12-13,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251213_487,100132622984,2025-12-13,築年月,1984年（昭和59年） 9月,1984年（昭和59年） 9月
20251213_4870,100136955989,2025-12-13,築年月,2025年（令和 7年） 8月,2025年（令和 7年） 8月
20251213_4871,100136955990,2025-12-13,築年月,2026年（令和 8年）11月,2026年（令和 8年）11月
20251213_4872,100136955996,2025-12-13,築年月,2020年（令和 2年） 7月,2020年（令和 2年） 7月
20251213_4873,100136956050,2025-12-13,築年月,2021年（令和 3年） 2月,2021年（令和 3年） 2月
20251213_4874,100136956144,2025-12-13,築年月,1988年（昭和63年） 6月,1988年（昭和63年） 6月
20251213_4875,100136956876,2025-12-13,築年月,2004年（平成16年） 3月,2004年（平成16年） 3月
20251213_4876,100136956951,2025-12-13,築年月,1998年（平成10年） 2月,1998年（平成10年） 2月
20251213_4877,100136957029,2025-12-13,築年月,2002年（平成14年） 9月,2002年（平成14年） 9月
20251213_4878,100136957499,2025-12-13,築年月,1971年（昭和46年） 4月,1971年（昭和46年） 4月
20251213_4879,100136957588,2025-12-13,築年月,2027年（令和 9年） 9月,2027年（令和 9年） 9月
20251213_488,100132624659,2025-12-13,築年月,2014年（平成26年） 2月,2014年（平成26年） 2月
20251213_4880,100136957595,2025-12-13,築年月,2003年（平成15年） 6月,2003年（平成15年） 6月
20251213_4881,100136957601,2025-12-13,築年月,2019年（平成31年） 3月,2019年（平成31年） 3月
20251213_4882,100136957721,2025-12-13,築年月,2001年（平成13年） 6月,2001年（平成13年） 6月
20251213_4883,100136957844,2025-12-13,築年月,2015年（平成27年） 9月,2015年（平成27年） 9月
20251213_4884,100136957976,2025-12-13,築年月,1981年（昭和56年） 2月,1981年（昭和56年） 2月
20251213_4885,100136958776,2025-12-13,築年月,2024年（令和 6年）11月,2024年（令和 6年）11月
20251213_4886,100136959263,2025-12-13,築年月,2001年（平成13年） 4月,2001年（平成13年） 4月
20251213_4887,100136959279,2025-12-13,築年月,2005年（平成17年） 3月,2005年（平成17年） 3月
20251213_4888,100136959285,2025-12-13,築年月,2015年（平成27年） 4月,2015年（平成27年） 4月
20251213_4889,100136959291,2025-12-13,築年月,2019年（平成31年） 1月,2019年（平成31年） 1月
20251213_489,100132637514,2025-12-13,築年月,2024年（令和 6年） 9月,2024年（令和 6年） 9月
20251213_4890,100136959321,2025-12-13,築年月,2015年（平成27年） 9月,2015年（平成27年） 9月
20251213_4891,100136959464,2025-12-13,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251213_4892,100136960759,2025-12-13,築年月,2002年（平成14年） 2月,2002年（平成14年） 2月
20251213_4893,100136962191,2025-12-13,築年月,1981年（昭和56年） 8月,1981年（昭和56年） 8月
20251213_4894,100136962986,2025-12-13,取引状況,公開中,申込あり
20251213_4894,100136962986,2025-12-13,築年月,2001年（平成13年） 1月,2001年（平成13年） 1月
20251213_4895,100136963000,2025-12-13,築年月,2009年（平成21年） 3月,2009年（平成21年） 3月
20251213_4896,100136963010,2025-12-13,築年月,2017年（平成29年） 3月,2017年（平成29年） 3月
20251213_4897,100136963011,2025-12-13,築年月,2002年（平成14年） 2月,2002年（平成14年） 2月
20251213_4898,100136963782,2025-12-13,築年月,2026年（令和 8年）11月,2026年（令和 8年）11月
20251213_4899,100136963891,2025-12-13,築年月,2017年（平成29年） 9月,2017年（平成29年） 9月
20251213_490,100132646657,2025-12-13,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251213_4900,100136963915,2025-12-13,築年月,1999年（平成11年） 2月,1999年（平成11年） 2月
20251213_4901,100136963922,2025-12-13,築年月,2015年（平成27年） 9月,2015年（平成27年） 9月
20251213_4902,100136963989,2025-12-13,築年月,1978年（昭和53年） 9月,1978年（昭和53年） 9月
20251213_4903,100136964019,2025-12-13,築年月,2010年（平成22年） 9月,2010年（平成22年） 9月
20251213_4904,100136964024,2025-12-13,築年月,2001年（平成13年） 5月,2001年（平成13年） 5月
20251213_4905,100136964072,2025-12-13,築年月,2001年（平成13年） 5月,2001年（平成13年） 5月
20251213_4906,100136964084,2025-12-13,築年月,1969年（昭和44年） 4月,1969年（昭和44年） 4月
20251213_4907,100136964101,2025-12-13,築年月,1995年（平成 7年） 2月,1995年（平成 7年） 2月
20251213_4908,100136964127,2025-12-13,築年月,2018年（平成30年） 4月,2018年（平成30年） 4月
20251213_4909,100136964168,2025-12-13,築年月,2016年（平成28年） 9月,2016年（平成28年） 9月
20251213_491,100132646658,2025-12-13,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251213_4910,100136964173,2025-12-13,築年月,2011年（平成23年） 3月,2011年（平成23年） 3月
20251213_4911,100136964193,2025-12-13,築年月,2008年（平成20年） 4月,2008年（平成20年） 4月
20251213_4912,100136964194,2025-12-13,築年月,2009年（平成21年） 1月,2009年（平成21年） 1月
20251213_4913,100136964197,2025-12-13,築年月,1983年（昭和58年） 5月,1983年（昭和58年） 5月
20251213_4914,100136964589,2025-12-13,築年月,1997年（平成 9年）12月,1997年（平成 9年）12月
20251213_4915,100136964632,2025-12-13,築年月,2009年（平成21年） 2月,2009年（平成21年） 2月
20251213_4916,100136964852,2025-12-13,築年月,2015年（平成27年） 4月,2015年（平成27年） 4月
20251213_4917,100136964998,2025-12-13,築年月,2009年（平成21年） 3月,2009年（平成21年） 3月
20251213_4918,100136965000,2025-12-13,築年月,2007年（平成19年） 7月,2007年（平成19年） 7月
20251213_4919,100136965642,2025-12-13,築年月,2015年（平成27年） 2月,2015年（平成27年） 2月
20251213_492,100132651255,2025-12-13,築年月,1975年（昭和50年） 4月,1975年（昭和50年） 4月
20251213_4920,100136965767,2025-12-13,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251213_4921,100136965827,2025-12-13,築年月,2024年（令和 6年）11月,2024年（令和 6年）11月
20251213_4922,100136965832,2025-12-13,㎡単価,250.0万円,242.2万円
20251213_4922,100136965832,2025-12-13,価格,"16,500万円","15,980万円"
20251213_4922,100136965832,2025-12-13,坪単価,826.5万円,800.4万円
